CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
430003,15,0.32851,0.00149,0.32843,0.001,0.33,0.001,21.681,0.294415,40.934,0.295651,-9.0,0,0,0.10222,0.047767,1.44162,0.40168,21.835,0.071326,3.31123e-05,2.17527e-06,-0.00121015,-3.77345e-07,-7.42128e-08,333.38,-0.4529,-999,-999,23.6827,-19.7589,250,0.0792523,7.0,1.088,56177.1,0.4832,30,34.323,0.26811,0.143,0.0112,-0.0018,0.009,1.0,0.02
SN2017cpu,150,0.05502,0.00088,0.05529,1e-05,0.0544,1e-05,17.3903,0.173333,36.6433,0.175423,-9.0,0,0,-0.060611,0.037778,0.75323,0.34236,17.1232,0.0434413,0.00253942,0.000101604,-0.00231699,2.53599e-06,-3.21171e-06,211.969,9.642,-999,-999,-9.0,78.2932,250,0.0237689,10.521,0.001,57847.7,0.6307,5,9.61243,0.14195,0.1068,0.0357,-0.021,0.001,1.0,0.002
05D2mp,4,0.35519,0.0012,0.35527,0.0004,0.3537,0.0004,22.2117,0.221402,41.4647,0.223042,-9.0,0,0,0.005725,0.024637,1.30429,0.18887,22.1208,0.032665,2.54492e-05,7.65653e-07,0.00110671,-7.99753e-08,-1.45894e-08,149.786,2.204,-999,-999,-9.0,16.245,250,0.0171457,8.657,0.1825,53711.7,0.1382,32,25.9199,0.76714,0.0646,0.0084,0.0314,0.006,1.0,0.019
ASASSN-16bq,150,0.02534,0.00086,0.02582,1e-05,0.02493,1e-05,15.9352,0.174626,35.1882,0.176701,-9.0,0,0,-0.052867,0.034074,-1.67717,0.070301,16.0681,0.0451419,0.00671057,0.000279007,-0.000190497,-2.72959e-06,-8.13338e-06,212.86,1.286,-999,-999,-9.0,141.164,250,0.0330339,10.6831,0.001,57437.8,0.193,24,24.9616,0.40785,0.0736,0.0746,-0.0035,0.0,1.0,0.003
170428,15,0.3002,0.00147,0.30007,0.001,0.3,0.001,21.7307,0.196309,40.9837,0.198158,-9.0,0,0,-0.02004,0.03035,-0.985644,0.23041,21.8186,0.0432867,3.36181e-05,1.3403e-06,0.000453508,-6.46352e-08,-1.56815e-08,243.619,54.003,-999,-999,22.7297,-29.9852,250,0.00745847,9.1073,0.1,55738.0,0.4837,58,47.0158,0.84837,0.0958,0.012,-0.048,0.004,1.0,0.009
12983,1,0.26408,0.00105,0.26395,1e-05,0.26531,1e-05,21.3812,0.380088,40.6342,0.381046,-9.0,0,0,-0.014762,0.061828,-0.043308,1.02815,21.2999,0.0700035,5.42041e-05,3.49484e-06,-0.0361644,1.65647e-06,-1.2586e-07,16.4588,0.1448,-9,-9,2.629,-30.4516,250,0.025031,10.418,0.089,53975.4,2.3211,29,17.9298,0.94569,0.2689,0.0096,-0.0944,0.003,0.961,0.0
05D3lb,4,0.6477,0.0017,0.64763,0.001,0.647,0.001,23.566,0.287168,42.819,0.288435,-9.0,0,0,0.024403,0.048672,0.30349,0.18291,23.6204,0.0282332,6.3951e-06,1.66297e-07,9.25324e-05,-8.89407e-09,-3.92045e-09,214.382,53.1679,-999,-999,-9.0,-12.9571,250,0.00924963,8.931,0.23,53528.7,0.262,35,24.9662,0.89545,0.1473,0.0071,-0.0287,0.003,1.0,0.015
15872,1,0.20562,0.00101,0.20549,2e-05,0.20646,2e-05,20.5596,0.172847,39.8126,0.174944,-9.0,0,0,-0.070773,0.036237,0.76107,0.30875,20.3019,0.0456764,0.00013591,5.71767e-06,0.0036418,-1.01414e-06,-1.58229e-07,36.7225,-0.3278,-9,-9,0.412,-33.3921,250,0.0272668,9.66,0.089,54047.8,0.2082,26,19.0556,0.83408,0.09,0.0117,0.021,0.003,1.0,0.006
2019ein,50,0.00883,0.00084,0.00837,1e-05,0.00775,1e-05,13.6086,0.325919,32.8616,0.327035,-9.0,0,0,-0.106243,0.024412,-1.58896,0.040289,13.6289,0.0284538,0.063449,0.0016628,-9.4186e-05,1.66752e-07,-3.58132e-05,208.371,40.2754,-999,-999,-9.0,-134.568,250,0.01085,7.0,-9.0,58619.2,0.0392,81,245.142,2.0736e-18,0.0533,0.2075,0.062,0.005,1.0,0.006
390449,15,0.25022,0.01005,0.25008,0.01,0.25,0.01,21.1234,0.216542,40.3764,0.218218,-9.0,0,0,-0.028349,0.026453,-0.085035,0.21539,21.1005,0.0350823,6.51304e-05,2.1045e-06,0.00201033,-2.10327e-07,-4.77618e-08,242.951,54.4558,-999,-999,-9.0,-35.0899,250,0.00571723,7.0,-9.0,56069.9,0.1885,27,23.889,0.63646,0.0583,0.0969,-0.0001,0.002,1.0,0.009
2007jh,5,0.04167,0.00087,0.04023,1e-05,0.04075,1e-05,17.3071,0.278818,36.5601,0.280122,-9.0,0,0,0.1894,0.029164,-1.96997,0.12118,18.0581,0.0615652,0.0010734,6.08657e-05,-0.000260026,8.2004e-09,-1.31247e-06,54.0064,1.1034,-999,-999,-9.0,-415.609,250,0.0890994,10.84,0.16,54365.8,0.1836,31,135.866,4.36125e-15,0.0654,0.0463,-0.1777,0.006,1.0,0.023
17332,1,0.18217,0.00099,0.18203,7e-05,0.18284,7e-05,20.3333,0.199241,39.5863,0.201062,-9.0,0,0,0.040663,0.03548,-0.208196,0.27495,20.4513,0.053515,0.000118432,5.83741e-06,0.000740834,-5.71161e-07,-1.38106e-07,43.7735,-0.1474,-9,-9,3.571,-34.6777,250,0.0619692,10.604,0.114,54358.1,0.2509,46,38.6062,0.77216,0.0984,0.0128,-0.0908,0.002,1.0,0.009
ASASSN-15uu,150,0.02632,0.00086,0.02579,1e-05,0.02678,1e-05,15.7693,0.371366,35.0223,0.372346,-9.0,0,0,0.16344,0.0376,0.96417,0.18413,16.2928,0.0562213,0.00545626,0.000282535,-0.00062975,2.78677e-07,-8.27442e-06,25.9859,17.0626,-999,-999,-9.0,-153.683,250,0.0588113,9.70579,0.007,57389.7,0.4004,8,33.4175,5.17834e-05,0.0883,0.0719,0.1079,0.005,1.0,0.045
15897,1,0.17374,0.00098,0.17357,9e-05,0.17489,9e-05,20.2873,0.181179,39.5403,0.18318,-9.0,0,0,0.009375,0.036682,-2.41302,0.25514,20.6321,0.0427796,0.00010027,3.9508e-06,0.00163724,-3.77301e-07,-1.06177e-07,11.6814,-1.0329,-9,-9,1.598,-41.7854,250,0.0183718,10.816,0.088,54041.5,0.2244,46,45.6262,0.48781,0.0938,0.0132,-0.0926,0.005,1.0,0.007
1338233,10,0.60155,0.00143,0.60149,0.0005,0.60279,0.0005,23.5032,0.393855,42.7562,0.394779,-9.0,0,0,-0.115658,0.072229,-1.44643,0.92656,23.4217,0.096894,7.67922e-06,6.85314e-07,0.000338054,-4.11878e-07,-4.55726e-09,35.1227,-5.5293,-999,-999,1.14,-11.3947,250,0.0221418,10.984,0.024,57355.9,1.0884,44,15.2844,0.99998,0.3032,0.0064,0.0104,0.011,0.801,0.0
06D4ba,4,0.69818,0.0101,0.69816,0.01,0.7,0.01,23.7141,0.341743,42.9671,0.342807,-9.0,0,0,-0.093002,0.070675,0.6784,0.41089,23.4527,0.0495926,7.46317e-06,3.40892e-07,0.00215753,-9.55833e-08,-8.30619e-10,333.899,-18.2291,-999,-999,-9.0,-2.72,250,0.022569,8.544,0.424,53904.8,0.5013,35,42.2065,0.18755,0.2382,0.0395,0.0739,0.002,0.947,0.0
13070,1,0.19733,0.001,0.19719,2e-05,0.19863,2e-05,20.5488,0.138981,39.8018,0.14158,-9.0,0,0,-0.147151,0.02814,0.96631,0.27438,20.0895,0.0423722,0.000165274,6.45004e-06,0.0025584,-1.14467e-06,-1.29879e-07,357.785,-0.7463,-9,-9,1.031,-36.8766,250,0.0224902,10.267,0.053,53986.6,0.2474,60,44.4092,0.9341,0.0757,0.012,0.0859,0.003,1.0,0.003
18325,1,0.25736,0.00105,0.25723,3e-05,0.25866,3e-05,21.2411,0.191714,40.4941,0.193606,-9.0,0,0,-0.058339,0.044631,0.40554,0.38149,21.0216,0.0539152,7.00448e-05,3.47826e-06,0.0033294,-8.13832e-07,-8.9415e-08,8.9057,0.37,-9,-9,4.489,-31.4794,250,0.0213493,11.5,0.138,54378.7,0.4383,38,34.6158,0.62673,0.132,0.0099,-0.0317,0.002,0.988,0.0
470232,15,0.20083,0.01005,0.20068,0.01,0.2,0.01,20.7308,0.251511,39.9838,0.252956,-9.0,0,0,-0.009623,0.027515,0.83322,0.15414,20.6443,0.0369242,9.91441e-05,3.37174e-06,0.000793249,-2.22699e-07,-7.65456e-08,129.546,45.2023,-999,-999,20.4232,-35.8354,250,0.0225027,9.737,0.228,56315.8,0.1401,28,29.7328,0.3761,0.0637,0.1186,0.0138,0.002,1.0,0.012
2005cf,57,0.0071,0.00084,0.00703,6e-05,0.00644,6e-05,13.0663,0.324465,32.3193,0.325586,32.3624,1,0,-0.050515,0.023117,-0.060167,0.022551,12.9947,0.0582748,0.1138,0.00610779,-0.000136509,2.5744e-05,-0.000111874,230.384,-7.4132,-999,-999,-9.0,-21.2471,250,0.083778,9.184,-9.0,53534.2,0.0241,108,158.959,0.00103676,0.0444,0.2578,0.0233,0.004,1.0,0.007
15648,1,0.17392,0.00098,0.17383,4e-05,0.17501,4e-05,20.3456,0.317382,39.5986,0.318528,-9.0,0,0,0.11997,0.04682,-1.3803,0.38453,20.8221,0.0739099,8.41704e-05,5.72978e-06,0.000811526,-5.01095e-07,-2.61124e-08,313.718,-0.1948,-9,-9,3.903,-23.0594,250,0.0850446,11.339,0.084,54042.6,0.2976,42,34.6492,0.7824,0.1698,0.0132,-0.1505,0.006,1.0,0.017
PS16ayd,150,0.05469,0.00088,0.05485,1e-05,0.05399,1e-05,17.6051,0.147136,36.8581,0.149593,-9.0,0,1,-0.131506,0.034098,0.92156,0.20705,17.1682,0.0457552,0.00243624,0.000102668,0.000413598,-5.84925e-07,-2.91889e-06,216.826,-1.6753,-999,-999,-9.0,45.7329,250,0.0417231,10.4328,0.024,57460.8,0.3889,16,29.796,0.019089,0.0762,0.0359,0.0533,0.002,1.0,0.001
2001eh,63,0.03725,0.00088,0.03627,0.00016,0.03713,0.00016,16.7397,0.146711,35.9927,0.149174,-9.0,0,1,-0.030117,0.028355,1.71263,0.13209,16.4071,0.0453657,0.00491103,0.000205199,-0.000783567,3.61749e-06,-4.7029e-06,24.5504,41.6552,-999,-999,-9.0,-283.424,250,0.0546999,11.1794,3.186,52170.2,0.303,32,80.1299,5.24198e-06,0.0646,0.0522,-0.0392,0.002,1.0,0.003
2008gp,5,0.03333,0.00088,0.03245,0.0002,0.03303,0.0002,16.4113,0.148513,35.6643,0.150947,-9.0,0,0,-0.161762,0.027151,-0.140482,0.02563,16.0703,0.0685568,0.00669707,0.000422874,-0.000210931,2.44313e-06,-8.84661e-06,50.753,1.3619,-999,-999,-9.0,-257.669,250,0.10369,10.4696,0.04,54779.8,0.0301,75,133.82,3.51728e-05,0.0545,0.0583,0.0861,0.004,1.0,0.002
ASASSN-16hc,150,0.05151,0.00088,0.05165,1e-05,0.05093,1e-05,17.3332,0.154491,36.5862,0.156832,-9.0,0,1,-0.078777,0.034222,1.2185,0.27674,16.9633,0.0377,0.0029422,0.000102162,-0.000447717,1.09706e-06,-2.94508e-06,209.768,33.139,-999,-999,-9.0,40.677,250,0.0124845,10.7547,0.001,57582.4,0.4507,9,26.0474,0.00200681,0.0887,0.038,0.0011,0.001,1.0,0.002
21062,1,0.13745,0.00095,0.13729,2e-05,0.13864,2e-05,20.0981,0.228804,39.3511,0.230391,-9.0,0,0,0.019183,0.032271,0.72242,0.35017,20.1128,0.0438289,0.000161768,6.53023e-06,0.0030416,-5.5508e-07,-1.29448e-07,333.432,0.3963,-9,-9,0.53,-42.0794,250,0.0414981,8.95999,0.081,54425.5,0.2854,27,43.8498,0.0214284,0.0869,0.016,0.0095,0.005,1.0,0.018
1992bl,50,0.04222,0.00089,0.0428,0.00018,0.04359,0.00018,16.9571,0.206282,36.2101,0.208042,-9.0,0,1,-0.069318,0.04571,-1.72194,0.084356,17.0492,0.0417672,0.00271849,0.000104578,-0.000388039,-1.10828e-06,-3.10487e-06,348.805,-44.7433,-999,-999,-9.0,167.011,250,0.0102831,10.8343,0.28089,48947.6,0.3179,21,21.8328,0.4092,0.1212,0.0467,-0.0,0.001,1.0,0.003
1999aw,50,0.0391,0.00132,0.03928,0.001,0.038,0.001,16.9595,0.181523,36.2125,0.18352,-9.0,0,0,-0.057719,0.026522,2.26683,0.084175,16.5274,0.0331789,0.00439589,0.000134333,-0.000543471,1.58396e-06,-3.16452e-06,165.402,-6.1088,-999,-999,-9.0,53.0963,250,0.0278579,9.41836,0.3,51255.5,0.1652,62,249.72,2.2964e-24,0.0594,0.0747,0.0284,0.013,1.0,0.006
1291794,10,0.3951,0.00127,0.39512,0.0005,0.3956,0.0005,22.2147,0.20185,41.4677,0.203648,-9.0,0,0,-0.013841,0.038355,-0.12531,0.4642,22.1814,0.0455223,2.40673e-05,1.00909e-06,0.00236226,-2.12571e-07,-2.45945e-08,55.1693,-28.7119,-999,-999,1.11,5.079,250,0.0105775,10.935,0.035,57278.0,0.6804,68,44.5587,0.98757,0.1229,0.0081,-0.0614,0.002,1.0,0.004
050301,15,0.34717,0.0015,0.34704,0.001,0.347,0.001,21.8644,0.242775,41.1174,0.244272,-9.0,0,0,0.15505,0.038427,0.84013,0.49257,22.0891,0.0458444,2.62048e-05,1.10648e-06,0.00586768,-3.1426e-07,-3.09324e-08,244.724,55.7829,-999,-999,19.9422,-27.9114,250,0.00675509,10.5212,0.1,55358.3,0.4332,38,51.0509,0.0766363,0.1115,0.0108,-0.1833,0.006,1.0,0.012
15171,1,0.13826,0.00107,0.13818,0.0005,0.1392,0.0005,19.6973,0.157441,38.9503,0.15974,-9.0,0,1,-0.072561,0.025914,0.67029,0.14725,19.4545,0.0577537,0.000296608,1.57775e-05,0.000256604,-1.44907e-07,-2.98156e-07,304.793,-1.0645,-9,-9,1.163,-19.2613,250,0.0919506,9.85121,0.142,54029.1,0.1382,65,79.4026,0.10788,0.0588,0.0179,0.0281,0.003,1.0,0.008
SNF20080909-030,57,0.0311,0.00086,0.03013,5e-05,0.03134,5e-05,16.312,0.181727,35.565,0.183722,-9.0,0,0,-0.037134,0.031026,1.09055,0.1357,16.0978,0.052245,0.00652941,0.000314191,0.000306011,-1.28127e-05,-7.40687e-06,330.454,13.0553,-999,-999,-9.0,-282.084,250,0.059335,7.0,-9.0,54731.3,0.109,14,19.6817,0.1405,0.0712,0.061,0.0091,0.003,1.0,0.007
040166,15,0.44013,0.00156,0.44004,0.001,0.4395,0.001,22.8871,0.44109,42.1401,0.441915,-9.0,0,0,-0.148968,0.067603,0.30821,1.4804,22.4934,0.1194,1.80572e-05,1.98575e-06,-0.0208081,5.16445e-07,-4.40754e-08,214.12,54.0536,-999,-999,23.811,-18.1848,250,0.00958061,8.798,1.167,55326.5,4.4404,44,62.0746,0.0464227,0.3157,0.0091,0.06,0.004,0.938,0.0
1283373,10,0.20751,0.00112,0.20754,0.0005,0.20797,0.0005,20.8195,0.146505,40.0725,0.148972,-9.0,0,0,-0.059928,0.033213,-1.05273,0.23744,20.8276,0.044264,8.3741e-05,3.41401e-06,0.00109419,-2.96317e-07,-9.42953e-08,54.9467,-26.7304,-999,-999,1.41,6.1102,250,0.0119625,10.231,0.0175,57268.5,0.3224,38,26.8483,0.91193,0.0802,0.0128,-0.0143,0.002,1.0,0.004
2000fa,57,0.0224,0.00085,0.02181,2e-05,0.02128,2e-05,15.506,0.287454,34.759,0.288719,-9.0,0,0,0.041252,0.042342,0.50832,0.068025,15.6332,0.0499044,0.0100166,0.000460397,-0.00032644,1.39547e-07,-1.39723e-05,108.874,23.4284,-999,-999,-9.0,-173.537,250,0.0577134,8.26184,-9.0,51892.6,0.0617,47,62.2227,0.0675925,0.1033,0.0833,0.0222,0.003,1.0,0.021
ASASSN-16hr,150,0.03083,0.00086,0.0298,1e-05,0.03086,1e-05,16.2118,0.277436,35.4648,0.278746,-9.0,0,1,0.054686,0.038983,1.05225,0.19827,16.3179,0.0799116,0.0053313,0.00039239,-0.000402036,-1.81632e-06,-1.16458e-05,336.382,38.9844,-999,-999,-9.0,-300.269,250,0.10526,9.46113,0.003,57597.1,0.033,9,7.82678,0.55169,0.0871,0.0615,0.0399,0.002,1.0,0.023
5844,1,0.30938,0.0012,0.3093,0.0005,0.3108,0.0005,21.7227,0.269028,40.9757,0.270379,-9.0,0,0,-0.138414,0.061489,0.1473,0.88019,21.3912,0.0920112,4.98325e-05,4.22308e-06,0.0204789,-2.18627e-06,-1.30596e-07,327.786,-0.8429,-9,-9,-9.0,-18.7703,250,0.0916573,7.0,-9.0,53664.4,0.819,52,35.3834,0.96226,0.1989,0.0096,0.0659,0.01,0.797,0.0
1283878,10,0.31296,0.0012,0.31287,0.0005,0.3139,0.0005,21.7665,0.2017,41.0195,0.203499,-9.0,0,0,-0.026058,0.049022,-0.844202,0.47435,21.819,0.0738255,3.36064e-05,2.28509e-06,0.00932012,-6.7816e-07,-8.32386e-08,37.1332,-4.0413,-999,-999,0.07,-20.3147,250,0.02306,11.409,0.1955,57265.5,0.4282,52,9.46024,1.0,0.1223,0.0095,-0.0439,0.002,1.0,0.004
2007ux,65,0.03264,0.00086,0.03183,1e-05,0.0307,1e-05,16.4126,0.273194,35.6656,0.274525,-9.0,0,0,0.14701,0.038631,-2.51403,0.10771,17.1482,0.0562283,0.00248154,0.000128515,-0.000479025,3.82974e-07,-3.78403e-06,152.333,14.9924,-999,-999,-9.0,-233.209,250,0.0386548,10.0948,0.123,54465.7,0.3415,57,94.9124,0.0012061,0.0885,0.0581,-0.1423,0.005,1.0,0.021
03D1fc,4,0.33103,0.00149,0.33094,0.001,0.332,0.001,21.7568,0.134432,41.0098,0.137116,-9.0,0,0,-0.023031,0.023769,0.65439,0.11829,21.6006,0.0290511,4.10925e-05,1.09951e-06,0.000530981,-3.78459e-08,-2.08382e-08,36.4316,-4.1441,-999,-999,-9.0,-19.4532,250,0.0232869,10.391,0.036,53002.8,0.1043,15,7.33996,0.94752,0.0573,0.0112,-0.0409,0.002,1.0,0.005
350316,15,0.07991,0.00135,0.07966,0.001,0.079,0.001,18.3473,0.155478,37.6003,0.157805,-9.0,0,1,-0.071956,0.027541,-0.427538,0.086026,18.2603,0.038239,0.000891013,3.1381e-05,0.000264816,-8.75089e-07,-7.27092e-07,131.469,43.8188,-999,-999,19.3109,-69.2072,250,0.0261874,8.61131,0.566,55965.1,0.0743,18,16.913,0.52909,0.0591,0.0381,0.02,0.003,1.0,0.007
ASASSN-16ay,150,0.02938,0.00086,0.02895,1e-05,0.02835,1e-05,16.3692,0.298748,35.6222,0.299966,-9.0,0,0,0.20461,0.036502,0.97889,0.17432,16.7839,0.0586329,0.00347084,0.000187435,-0.000825739,3.69757e-06,-5.37962e-06,108.059,7.2395,-999,-999,-9.0,-124.578,250,0.059207,10.3341,0.001,57416.7,0.5744,8,10.7323,0.21734,0.0827,0.0645,-0.126,0.004,1.0,0.027
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025
120444,15,0.29945,0.00147,0.29947,0.001,0.3,0.001,21.7683,0.194112,41.0213,0.195981,-9.0,0,0,-0.185897,0.11937,0.2774,0.83788,21.315,0.18324,5.34568e-05,9.02194e-06,0.1224,-9.39796e-06,-1.496e-06,51.682,-27.9362,-999,-999,23.0278,4.6863,250,0.0094623,9.389,0.1,55576.6,0.5623,9,12.534,0.18485,0.106,0.012,0.11,0.005,1.0,0.004
1997dg,62,0.02996,0.00086,0.02962,5e-05,0.03081,5e-05,16.608,0.19062,35.861,0.192522,-9.0,0,0,-0.027815,0.030546,-0.316156,0.17535,16.6295,0.053366,0.00400137,0.000196675,-0.000221638,2.17458e-06,-4.5351e-06,355.059,26.2033,-999,-999,-9.0,-99.2102,250,0.0651576,8.80558,0.31,50720.8,0.2823,14,17.6915,0.22119,0.0697,0.0633,0.0084,0.003,1.0,0.008
1999dk,50,0.01389,0.00085,0.014,0.0,0.01502,0.0,14.5523,0.287538,33.8053,0.288803,-9.0,0,0,0.019292,0.027322,0.54421,0.11017,14.6098,0.0417218,0.0257099,0.000987962,-8.64983e-05,-2.50247e-06,-2.1984e-05,22.8622,14.2849,-999,-999,-9.0,31.2944,250,0.0432866,9.64099,0.1185,51415.2,0.1765,34,204.583,3.05613e-26,0.0593,0.1338,0.0257,0.004,1.0,0.017
15584,1,0.28344,0.00107,0.28333,3e-05,0.28422,3e-05,21.4066,0.18239,40.6596,0.184378,-9.0,0,0,-0.04344,0.046067,0.38221,0.42287,21.2141,0.057022,5.86612e-05,3.08084e-06,0.00348056,-4.97517e-07,-7.39268e-08,43.4955,0.987,-9,-9,5.311,-25.0795,250,0.0741045,10.9,0.124,54038.2,0.4061,65,46.0557,0.96387,0.137,0.0092,-0.0542,0.003,0.811,0.0
19230,1,0.22017,0.00113,0.22005,0.0005,0.2215,0.0005,20.6698,0.241441,39.9228,0.242946,-9.0,0,0,0.083174,0.046733,-1.64141,0.42746,21.0395,0.0543585,6.88969e-05,3.44939e-06,0.00382931,-7.2763e-07,-1.01602e-07,332.891,0.7648,-9,-9,0.159,-28.7501,250,0.0424109,10.516,0.102,54390.4,0.4186,39,29.1927,0.87345,0.134,0.0123,-0.182,0.007,1.0,0.009
2006D,5,0.00925,0.00084,0.00966,5e-05,0.00853,5e-05,13.6443,0.281576,32.8973,0.282867,32.9183,1,0,-0.028804,0.023641,-1.58877,0.030509,13.8683,0.0344978,0.0508936,0.00161707,-0.000255556,9.34935e-06,-2.99753e-05,193.141,-9.7752,-999,-999,-9.0,120.873,250,0.0393002,9.554,0.18,53758.1,0.0499,81,179.235,2.16736e-09,0.0527,0.1981,0.0263,0.005,1.0,0.009
1336687,10,0.23391,0.00114,0.23381,0.0005,0.2348,0.0005,20.9258,0.290889,40.1788,0.292139,-9.0,0,0,0.079524,0.028412,0.39192,0.1628,21.217,0.0369147,5.8504e-05,1.98912e-06,0.000536583,-1.00472e-07,-4.80856e-08,35.6058,-6.1499,-999,-999,0.51,-23.9821,250,0.024287,8.58,0.016,57351.2,0.1816,24,17.0225,0.8477,0.0661,0.0117,0.0508,0.005,1.0,0.032
000142,15,0.43683,0.00156,0.43673,0.001,0.436,0.001,22.7521,0.179784,42.0051,0.1818,-9.0,0,0,-0.030455,0.038917,-0.769832,0.4262,22.7283,0.0357877,1.45443e-05,4.79405e-07,0.00215197,-9.64577e-08,-7.83678e-09,162.309,58.4672,-999,-999,19.8214,-21.4403,250,0.00665107,11.5,0.051,55214.2,0.429,55,50.732,0.6383,0.1298,0.0091,-0.0956,0.003,0.862,0.0
570062,15,0.12383,0.00137,0.12363,0.001,0.125,0.001,19.5712,0.147879,38.8242,0.150324,-9.0,0,0,-0.080542,0.028447,0.11582,0.24943,19.3781,0.0382164,0.000318254,1.12021e-05,0.00151184,-8.30891e-07,-2.68869e-07,353.102,0.2956,-999,-999,20.0438,-54.4795,250,0.0310503,9.98879,0.23,56595.3,0.2418,8,4.24374,0.83449,0.0662,0.0254,0.0206,0.001,1.0,0.006
320099,15,0.37997,0.00152,0.37989,0.001,0.381,0.001,22.1624,0.161555,41.4154,0.163795,-9.0,0,0,-0.056155,0.036924,0.58051,0.33997,21.915,0.0478848,3.07617e-05,1.3567e-06,0.00232947,-2.59498e-07,-3.71178e-08,36.0675,-3.916,-999,-999,19.4702,-17.5651,250,0.0278746,10.7107,0.1,55846.3,0.3436,47,32.4132,0.94798,0.1037,0.0101,-0.0405,0.001,1.0,0.001
13045,1,0.17931,0.00098,0.17916,4e-05,0.1806,4e-05,20.2825,0.228237,39.5355,0.229828,-9.0,0,0,0.06112,0.035315,-0.084895,0.5295,20.4371,0.0570323,0.000119989,6.30284e-06,-0.00174035,5.69339e-07,-1.48988e-07,345.025,0.5377,-9,-9,0.442,-38.5517,250,0.0439754,10.574,0.063,53993.3,1.2678,52,81.939,0.00506544,0.1145,0.0128,-0.0993,0.003,1.0,0.011
360145,15,0.19877,0.00141,0.1986,0.001,0.198,0.001,20.6351,0.209756,39.8881,0.211487,-9.0,0,0,0.008214,0.02746,0.35012,0.18316,20.6792,0.0325154,9.60119e-05,2.87534e-06,-0.000263494,-1.18265e-07,-6.40678e-08,163.669,59.019,-999,-999,20.25,-41.7366,250,0.00703405,9.911,0.157,55978.7,0.1864,25,19.7207,0.76132,0.0726,0.0168,0.0179,0.003,1.0,0.015
000137,15,0.11901,0.00137,0.11878,0.001,0.1182,0.001,19.3099,0.210657,38.5629,0.212381,-9.0,0,0,0.081772,0.030635,-0.710055,0.17565,19.6281,0.0369313,0.000252789,8.5986e-06,0.000521404,-5.01634e-07,-2.07587e-07,161.159,57.8111,-999,-999,16.9998,-61.7786,250,0.00691997,10.2136,0.035,55213.0,0.147,32,58.4163,0.0029431,0.0755,0.0264,-0.0918,0.003,1.0,0.015
030066,15,0.22542,0.00143,0.22552,0.001,0.2241,0.001,20.8961,0.171928,40.1491,0.174035,-9.0,0,0,-0.133984,0.03404,1.38181,0.37115,20.4108,0.042548,0.00012294,4.81777e-06,0.00251996,-4.9739e-07,-1.36343e-07,150.183,3.404,-999,-999,23.4514,22.5747,250,0.0209211,9.134,0.243,55300.4,0.5583,6,3.58191,0.73304,0.0871,0.0152,0.0804,0.005,1.0,0.006
1302141,10,0.60876,0.00518,0.6088,0.005,0.61,0.005,23.1752,0.349285,42.4282,0.350327,-9.0,0,0,0.033005,0.063903,0.27286,0.73249,23.1882,0.0707117,9.52152e-06,6.20116e-07,-0.0065608,-2.74575e-07,-1.05684e-08,7.8305,-42.5014,-999,-999,0.37,7.3014,250,0.00540567,9.429,1.76,57279.4,1.1777,75,63.2847,0.83053,0.2542,0.0228,-0.1012,0.008,0.878,0.0
1306360,10,0.45477,0.00131,0.45478,0.0005,0.45534,0.0005,22.631,0.282863,41.8839,0.284149,-9.0,0,0,-0.003673,0.051938,-0.608733,0.73219,22.6832,0.0603125,1.51607e-05,8.42177e-07,0.0035409,-2.53031e-07,-2.08333e-08,53.6767,-26.487,-999,-999,1.12,2.7631,250,0.00986918,10.646,0.274,57278.3,1.1634,71,36.1198,0.99982,0.186,0.0074,-0.0786,0.003,1.0,0.004
000190,15,0.10221,0.00136,0.10237,0.001,0.1011,0.001,19.1555,0.185457,38.4085,0.187412,-9.0,0,1,0.003738,0.025848,0.084611,0.098045,19.2136,0.0339766,0.000370314,1.15885e-05,0.000350899,-3.21596e-07,-2.56692e-07,148.988,2.2635,-999,-999,18.2494,44.0736,250,0.0188304,7.0,0.52,55224.4,0.0677,31,18.571,0.9617,0.0556,0.0303,0.0066,0.002,1.0,0.013
